Duration (in seconds),RecordedDate,ResponseId,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
504,4/18/25 9:20,R_3TH3r1LxpVe0P3J,"20,22,23","1,15,21,23","13,20,21","1,7,13,14,20,21,23",1,Apps shouldn't have access to all of your data. Just what is important. ,Maybe asking for more vonuntary information. ,Iowa,,2,2,,2,1,,3,,6634e0e2300e0d377e2cf876,67fecb3ede31a76593440504,680279d5019bc1874ec1a908,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
373,4/18/25 9:20,R_6rar9twcF9OmQOl,"13,20,22,23","7,12,13,20,21,23","12,13,20,21,22,23","13,22,23",1,Developers do not have the right to spy on everything I do on my phone just because I use their app. This law will prevent this and only allow them have access to what I grant.,They will just have to stop spying on anything thats going on outside the usage of their app.,New York,"5,20",5,2,,2,1,,1,,67f30214cb36ae0391baac33,67fecb3ede31a76593440504,68027a68ca714b12eaa30f04,California,to a purpose that consumers would reasonably expect.,finance,Venmo
371,4/18/25 9:21,R_5M5CLyygUOP3qGB,"1,3,4,17,18,20,22,23","1,3,4,10,12,17,18,20,21,22,23","1,3,20,21","1,2,7,17,18,20,21,22,23",1,App developers should be limited in what they can receive from a customers use of their application. It should be limited to the least amount required in order to provide the level of support the customer needs for the correct operation of the application. ,Reducing the data collected and / or creating specific controls within the application to limit what the application collects on the customer,Georgia,,5,1,,2,1,,1,,6787e4d981d64884639c99ac,67fecb3ede31a76593440504,68027a751f08f09e3341d432,Procedural,to a purpose they disclose to the consumer.,game,Roblox
369,4/18/25 9:21,R_5z0QKjDldG6hO1P,"13,23",,"7,12,20","13,14,23",1,I think the data collected is too much. Like some apps collect voice information and that shouldn’t be a thing. ,Maybe dismantle microphone options and precise tracking. Thinking like that,Illinois,,3,1,,1,"1,2",,2,,65ba5335c9a29391ca7a88a1,67fecb3ede31a76593440504,68027a78850a1e799c50a827,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
262,4/18/25 9:21,R_5HA0jVeh1kc75ss,"1,4,10,12,18,20,21","12,19,20,21,25","1,4,10,20","1,4,11,12,13,19,20,23",2,Data minimization will enable to have a unique information needed about the user,none,north carolina,33,4,2,,2,1,,1,,67acacf033444654db29a196,67fecb3ede31a76593440504,68027ae8351ad0b69dd6fc1e,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
381,4/18/25 9:21,R_5k0aamw5sh8eNxa,"1,3,4,5,6,10,14,15,24,26","3,4,5,6,8,9,10,11,12,14,18,26,25","4,5,8,9,10,11,12,13,14,17,18,21,24,26,25","1,3,4,5,6,10,12,19,24,26",2,"This approach promotes consumer privacy, minimizes risk in case of data breaches, and encourages companies to be more intentional and transparent about their data practices. It strikes a balance between enabling service functionality and protecting individual rights.








","To comply with data minimization regulations, app developers will need to reassess the data they collect and ensure it is strictly limited to what is necessary for the core functionality of their app. This means eliminating unnecessary permissions, such as accessing contacts or location data when it isn't essential, and revising user flows, forms, and backend storage to reflect a minimal data approach. Developers will also need to update their privacy policies to clearly explain why each piece of data is collected and ensure consent processes are transparent and specific. Internally, regular audits and documentation of data practices will help maintain compliance and demonstrate accountability. Overall, the focus will shift toward designing apps with privacy in mind from the outset.








",Texas,43,4,2,,2,2,,2,,67b6b4e18512a16d10d8df5f,67fecb3ede31a76593440504,68027a7c57034542418e304a,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
543,4/18/25 9:21,R_6SGZBdskkVyIfnV,"1,2,3,4,10,12,13,17,18,20,22,23","1,2,3,13,20,23","1,3,12,13,20,21","1,3,12,22,23",1,Simply no need to collect unnecessary data.,Be more open.,Mississippi,5,1,1,,2,2,,2,,67eb17a2f76f09a4513cd57e,67fecb3ede31a76593440504,680279da2e1f0fc845dfdec8,Procedural,to a purpose they disclose to the consumer.,game,Roblox
433,4/18/25 9:21,R_7VR7AgijcmiNW3V,"1,3,4,5,6,12,13,22,23","1,3,4,5,6,10,12,13,22","1,3,4,5,6,12,13,22,23","1,3,4,5,6,12,13,22,23",3,I think apps collect more personal information than necessary.  In fact I should have more control over what personal and private information that they are collecting on me.  The problem is government interference does not always truly address the problem.  I would need to know more about the regulation and how it is to be enforced and monitored.,Allow people to opt out of certain collection of data.,texas,,4,2,,2,1,,1,,677968daf8dc4ddeecc53a73,67fecb3ede31a76593440504,68027a4fe3025f94a7bca147,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
316,4/18/25 9:21,R_1kiv9tAIDfFZ63Q,"18,20,23",,,"18,22,23",1,He only way companies will stop all this data collection (which is probably too far gone now) is if there are regulations to protect consumers privacy. ,They will have to make a lot of changes about data tracking etc ,Tx,,4,2,,2,1,,5,,6745d3d2f3e0b61210d42e61,67fecb3ede31a76593440504,68027ac697dea1bbb1299fa6,California,to a purpose that consumers would reasonably expect.,finance,Venmo
390,4/18/25 9:21,R_5kOKGGBj0oimKCl,2,"7,20,21",7,7,1,"I think there is too much information being collected and that it should be minimized a smuch as posssible for our protection.  If people want toI provide more infoir, let them opt in.",To change the amount of information they gather,New York,,5,2,,2,1,,1,,66773db510940dbd43e1e679,67fecb3ede31a76593440504,68027a785e7ffbcf79f281c9,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
434,4/18/25 9:21,R_69hacI2WBpbmKa8,"1,7","1,2,7,23","1,13,21,22","1,13,22,23",1,"Okay, simply put, I strongly agree with this data rule because it makes sense for our privacy. It tells companies they can only grab the info they really *need* to give us the service we asked for – nothing extra. This cuts down on the chances our info gets leaked or used in ways we didn't sign up for. It feels like a basic level of respect for our personal stuff in this digital age.",none,arizona,"5,6,26,39,42,44,46",2,2,,2,1,,1,,67eb31353d134366578bd285,67fecb3ede31a76593440504,68027a51aa0bdb6975bb73a2,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
455,4/18/25 9:21,R_5MjvquI1nEfqVyh,"13,18,20,22,23","7,12,13,20,21","7,12,13,20,21","7,13,17,18,20,21,22,23",2,"I would support limiting the amount of data collected by apps/companies to protect users against misuse of data, manipulation of users, or data breaches which seem to happen so often.",They would have to work harder to get the information they want; they would have be to more honest about their intentions.,Texas,,4,2,,2,1,,1,,64b09076e81e8c03556dafee,67fecb3ede31a76593440504,68027a43f67f1aed2dbbaff1,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
495,4/18/25 9:21,R_5hxOXNfTH4eM0S8,"1,3,4,6,10,22","1,3,4,12","1,4,20,21","20,22,23",1,Privacy concerns.  ,I don't think they would actually change anything.. they would just justify it in the terms of use etc.,Florida,,2,1,,2,1,,5,,673e3741760355e9e4f03ff0,67fecb3ede31a76593440504,68027a1968f2e45d17e8ab0f,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
569,4/18/25 9:21,R_7inuM7brZBJQagK,"2,7,17,20,22,23","13,17,20,22,23","7,17,20,21,22,23","2,7,17,18,20,22,23",2,No one wants to be targeted and used for someone else to take advantage. Minimal personal data the less the better.,"Just track what is legally allowed, not that a difficult change.",ca,,4,1,,2,4,,2,,67e70a61f963fecfc78db7ab,67fecb3ede31a76593440504,680279d444a1402bc5ebbd81,California,to a purpose that consumers would reasonably expect.,game,Roblox
369,4/18/25 9:21,R_1NV6A0uNo9HXmjG,"1,17,18,20,22,23","13,17,20,21,23","13,20,21","1,13,17,20,23",1,I think apps should only be able to collect the limited information that makes sense for tgat app. ,They need to spot collecting all data for not reason ,ID,,2,2,,2,1,,3,,67acd7e07a672c430a51465d,67fecb3ede31a76593440504,68027a5bafa0b4a2da5fa160,Procedural,to a purpose they disclose to the consumer.,game,Roblox
372,4/18/25 9:21,R_13qB5km18UnPRmh,"1,2,4,6,10,12,13,20,23","1,3,4,5,6,10,11,12,13,18,23","3,4","1,3,5,6,8,10,11,12,13,18,20,23",1,I feel like companies need to be regulated more on how they use data collected from consumers,Be open and transparent about data collection,Indiana,"5,6,46",4,2,,2,1,,2,,67f1aa262e5e1c69ddbd8295,67fecb3ede31a76593440504,68027a9cf12fca6ef99f9c95,California,to a purpose that consumers would reasonably expect.,finance,Venmo
454,4/18/25 9:21,R_3zvdbdv405TihZr,"12,13,19,20,21","20,21,23","15,18,19,20,24","15,16,18,19,20,21",1,Personal data are confidential which should'nt be collected,NONE,NEW YORK,,4,1,,2,1,,2,,67f0cabbfe902d6a7d0bb0b4,67fecb3ede31a76593440504,68027a4d9a7a0c6412e57ce4,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
474,4/18/25 9:21,R_5UuQccwKnFuzY9b,"1,4,18","2,5,7,8,12,13,14,17,21,24,26,25","1,3,4,6,13,15,17,20,21","12,13,14,20,21,23",1,I still find data collecting to be scummy and unnecessary.,I think they will have to monitor more carefully what they find most valuable data collecting rather than collecting everything for the most profit.,Florida,"5,6,9,19,23,26,45",2,1,,2,1,,6,,6692736dbc79e45d4826a73c,67fecb3ede31a76593440504,68027a3db2f0de50c39fd33d,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
582,4/18/25 9:21,R_7dSxBsk9SiEPi6X,"17,18,21,23","14,18,19,20,21,22,23","17,18,21,23","16,17,22,23",1,I agree to Company's having limited data on their customers to encourage privacy,Reducing collection of every data of users,North Carolina,"5,20,30,42",5,2,,2,1,,1,,67d1c2627e525c6229e828ec,67fecb3ede31a76593440504,680279d15a8245a0fd9413a8,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
283,4/18/25 9:21,R_7KfD7FgaQFAFwxM,"1,3,4,5,6,8,10,19","12,13",,"12,13,20,22,23",2,I don't want my data being used for marketing and advertising purposes. I don't want to get more ads because I used the app.,Not collect information that they share with other businesses.,Utah,,4,2,,2,1,,1,,668c1fc8e311d8d6e3930702,67fecb3ede31a76593440504,68027b00ab6c5ee16d9b5694,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
579,4/18/25 9:21,R_5tCtPItbDoxyZCF,14,1,"14,20,21",1,2,I agree that data minimization regulation should be enacted.,No changes,Virginia,"5,6,7,8,9,15,20,26,46",1,2,,2,1,,2,,67d2421fe6f0f38b3ec51cf0,67fecb3ede31a76593440504,680279d07ffc39cc5e6bcae0,California,to a purpose that consumers would reasonably expect.,finance,Venmo
443,4/18/25 9:22,R_7NnybAQ0pIWMIKZ,"1,3,4,6,9,19,20,25","1,3,4,6","1,2,3,4","1,2,3,4,6,17,23",1,It will enhance the privacy of data collected,Do not involve third parties,Kentucky,"5,32",5,2,,2,1,,3,,67ef21ae7fccd6abc9c06e7c,67fecb3ede31a76593440504,68027a463f0adc2a418ed879,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
480,4/18/25 9:22,R_5LhumBV33EGogys,"13,14,18,20,21,22,23","18,20,21,23","10,15,18,20,21,23","14,20,23",1,Data disclosure should be minimized to its purpose,to minimize on collection of personal data form users,Illinois,"5,7,8,19,20,32,37,45",2,2,,1,2,,2,,67e80d9c531ffb8fecc5da8a,67fecb3ede31a76593440504,68027a3932c876e1cea47631,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
379,4/18/25 9:22,R_3laaDzpSKIAMndi,"9,10,11,22","1,2,3,4,5,6,9,10,12,13,14,18,19,20,21,23,25","1,3,4,5,6,9,10,12,13,14,18,19,20,21,23,24,25","1,3,4,5,6,9,12,13,14,18,19,20,21,23,25",2,It reduces the risk of personal data breaches.,None,Virginia,"5,6,7,8,9,17,20,23,26,29,37,42,44,46",4,1,,2,1,,1,,67f30f964964cf3f7cb3d4ad,67fecb3ede31a76593440504,68027a91b5293328c2ae2bd2,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
349,4/18/25 9:22,R_5KCvlV7qbPkYEaB,"2,12","1,2,12",12,"1,2,12",2,I think they should only get what is reasonably necessary.,A lot of changes are needed because they probably collect unnecessary things currently.,California,,3,1,,1,"1,3",,2,,5fba9fdd33207faa35f61df3,67fecb3ede31a76593440504,68027ad4d7b69821bf25a81c,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
257,4/18/25 9:22,R_5of2ovbuy9p6lqN,"2,20,23","7,13,20,21","7,12","2,18,20,22,23",1,Minimizing data collected helps preserve privacy by making sure companies prioritize collecting only the information they need and carefully considering why they need it.,Finer-grained control over data collection and permissions,New York,,1,1,,2,4,,2,,6676eb26975fa364a4c5fb79,67fecb3ede31a76593440504,68027b30e3814c9bd7f26dea,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
326,4/18/25 9:22,R_5gaICrOsAAY2GMp,"3,6,10,12,18,19","1,4,5,6,7,8,10,18,19","1,3,4,5,6,7,10,18,19","1,3,4,5,6,7,8,10,18,19",3,,,virginia,"10,46",4,1,,2,2,,3,,677e5bad4d8c2c5b61965ec3,67fecb3ede31a76593440504,68027aec4c447537727ac71c,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
500,4/18/25 9:22,R_3ICsW04RJL7D6Tf,"8,18,20,22,23","5,8,12,13,14,20,21","11,12,13,14,24,26","5,8,9,12,13,14,20,21,23",1,Consumers should only share the data they feel free to share without being pushed to do so. ,None,Texas,"5,20,23,45",1,2,,2,1,,2,,67e24e90c34339254575ff23,67fecb3ede31a76593440504,68027a47dd4187ecfbd77a8a,California,to a purpose that consumers would reasonably expect.,finance,Venmo
576,4/18/25 9:22,R_6rqZNrG0JgdZTsd,"1,3,5,6,10","12,13,14,21","8,12,13,14,21,25","8,12,13,20,21",2,"The companies  dont need to know everything the consumer,just a few basics.","Let the consumer volunteer any info that may be needed,not required.",Florida,5,4,1,,2,1,,5,,6761e60b87d438f41ca0a240,67fecb3ede31a76593440504,68027a03fc829bedbd664ae3,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
569,4/18/25 9:22,R_7EiQ6A2xEmS3Nk3,"1,2,4,22,23","1,7,13,20,21","7,13,20,21","13,20,22,23",1,"I believe that companies too often collect much more data from us than needed, and regulation should be enacted to limit such things. I always worry when companies get hacked for example, what data they have about me. Companies should limit themselves to only what is absolutely needed so that the fallout of such events is much less than if they had very sensitive info that they don't need.",I think app developers will have to change what and how much information they have to work with when personalizing content to users.,Wisconsin,5,3,2,,2,4,,2,,63d152150ad28a2b24aa507a,67fecb3ede31a76593440504,68027a074257ce5c7416cb7d,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
451,4/18/25 9:22,R_67OtHtleDYdVHdG,"18,22,23","1,4,13,20,23","1,17,20,21","13,20,21,23",1,People using apps and sites deserve to have their personal information protected. Online business doesn’t need information it can sell or to know more about the consumer that is necessary.,I don’t know for sure because I don’t understand the extent of these businesses. Registering for any app for creating an account may have to be simplified and agreements between the business and users might have to be more stringent.,Utah,,5,2,,2,1,,1,,5efa12cba7e3ee0b5bce95af,67fecb3ede31a76593440504,68027a839df390a147053c64,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
